NAMEKEY,SALESKEY,ITEMKEY,BALLDATE,BALLDESC,SERIALNO,BALLPRICE,BALLQTY,COLOR,WEIGHT,INSCRIPT,L1GRIP,L1GRIPSIZE,L1HOLESIZE,L1PITCH,L1PITCHF,L1PITCH2,L1PITCHF2,L2GRIP,L2GRIPSIZE,L2HOLESIZE,L2PITCH,L2PITCHF,L2PITCH2,L2PITCHF2,R1GRIP,R1GRIPSIZE,R1HOLESIZE,R1PITCH,R1PITCHF,R1PITCH2,R1PITCHF2,R2GRIP,R2GRIPSIZE,R2HOLESIZE,R2PITCH,R2PITCHF,R2PITCH2,R2PITCHF2,THSLUG,THSLUGSIZE,THHOLESIZE,THPITCH,THPITCHF,THPITCH2,THPITCHF2,BRIDGE,L1CUTTOCUT,L2CUTTOCUT,R1CUTTOCUT,R2CUTTOCUT,L1SPAN,L2SPAN,R1SPAN,R2SPAN,HAXIS,VAXIS,VAXISUORD,STOCKKEY,PININOUT,TOPWEIGHT,BRIDGE1,BRIDGE2,COMMENTS1,COMMENTS2,SIDEWEIGHT,FINGWEIGHT,DRILLING,CGOVER,CGUP,PINOVER,PINUP,OVALANGLE,OVALWIDTH,DRILLTYPE,WHSIZE,WHDEPTH,WHWEIGHT,WHOVER,WHUP,NUMFINGERS,LEFTRIGHT,MACHSETF1,MACHSETF2,MACHSETF3,MACHSETF4,MACHSETTH,OVALANGLEN,OVALWIDTHN,COMMENTS3,SURFTEXTUR,ENDSIDEWH,ENDFINGTH,HAXISLR,MASSBIAS,F1OVALSIZE,F2OVALSIZE,F3OVALSIZE,F4OVALSIZE,ENDWTTOPB,ENDSIDEPM,ENDFTLIT,DIAMTRACK,SALEPERSON,FINISHDATE,DRCOMMENTS,IPSIAWIDTH,OVALCALCUL
11761,0,0,2014-05-30,UPDATE,,0.0,1,,0.0,,None,,,None,None,,,Vise Oval,43/64,VACU,Lt,Rev,3/8,1/4,Vise Oval,39/64,VACU,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise IT Thumb S,,1 7/16,Rt,Rev,1/8,3/8,,,3 3/4,3 3/4+,,,,,,5 1/16,1/8,Up,0,N/A,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,Bottom,Minus,Finger,,,,,,IPSIA
11831,0,0,2014-05-30,COPY EBONITE ICE,,0.0,1,,0.0,,None,,,None,None,,,Vise PL,3/4,31/32,Lt,Fwrd,1/4,1/8,Vise PL,11/16,31/32,Rt,Fwrd,1/2,1/8,None,,,None,None,,,Vise Ure Slug,1 1/4,15/16,Lt,Rev,1/8,5/8,,,,,,,4 15/16,5 1/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.955,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10309,0,0,2014-05-30,THUMB UPDATE,,0.0,1,,0.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,3/8,1/4,Vise PL,41/64,31/32,Rt,Rev,3/8,5/8,None,,,None,None,,,Vise Urethane S,1 7/16,55/64,Lt,Rev,1/8,3/8,,,4 19/32,4 23/32,,,5 1/16,5 3/16,,5,1/2,Up,0,N/A,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.995,,,,,Right,,,,,,None,None,None,,,,"BIGGER THUMB IS ABOVE
SMALLER THUMB IS 53/64 @ 45 X 0.940",,Ebonite
11832,0,0,2014-05-30,TRACK MX10,4A090166C,0.0,1,BLACK/YELLOW/SILVER,15.12,,None,,,None,None,,,Vise Oval,53/64,1 1/32,Lt,Fwrd,3/8,3/16,Vise Oval,49/64,31/32,Rt,Fwrd,3/8,1/16,None,,,None,None,,,Vise Ure Slug,1 1/4,63/64,Rt,Rev,1/4,1/4,,,,,,,4 15/16,4 31/32,,5 1/16,11/16,Up,0,2-3,3.0,1/4,,,,0.0,0.0,70 X 2.5 X 25,,,,,,,Finger Tip,7/8,3,5/8,ON PAP,,2,Right,,,,,,,,,BOX,,1/2,Right,,,,,,Bottom,None,Finger,,,,,,IPSIA
11833,0,0,2014-05-30,TRANSFER FROM TOMBALL,,0.0,1,,0.0,,None,,,None,None,,,Vise Oval,53/64,1 1/32,None,Rev,,1/8,Vise Oval,23/32,31/32,Rt,Rev,1/2,3/8,None,,,None,None,,,Vise IT Thumb S,,1 7/16,Lt,Rev,1/4,3/8,,,4 5/32,4 5/32,,,,,,4 3/16,1 1/16,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11755,0,0,2014-05-30,HAMMER ARSON LOW FLARE,2K200256C,0.0,1,RED/BLUE,15.0,,None,,,None,None,,,Vise PL,13/16,31/32,Lt,Rev,1/4,5/8,Vise PL,3/4,31/32,Rt,Rev,1/2,3//4,None,,,None,None,,,Vise IT Thumb S,1 7/16,57/64,None,Fwrd,,1/4,,,3 7/16,3 1/2+,,,3 7/8,4,,4,1 1/4,Up,0,3-4,2.2,1/4,,,,0.0,0.0,70 X 4.5 X 35,,,,,,,Finger Tip,,,1,,,2,Right,,,,,,45,.960,,BOX,1/4,7/8,Right,,,,,,Bottom,Minus,Finger,,,,,,Ebonite
11834,0,0,2014-05-30,INSTALL IT THUMB SYSTEM,,0.0,1,,0.0,,None,,,None,None,,,Vise Oval,43/64,31/32,Lt,Rev,3/8,1/8,Vise Oval,5/8,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise IT Thumb S,,1 5/16,None,Rev,,3/8,,,3 21/32,3 23/32,,,4 1/8,4 3/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"#1 THUMB 13/16 MILLED TO .845
#2 THUMB 13/16 MILLED TO .860",,IPSIA
11835,0,0,2014-02-02,EBONITE PIVOT,3K140880A,0.0,1,,15.0,,None,,,None,None,,,Vise Lady PO,5/8,7/8,Lt,Rev,1/4,1/4,Vise Lady PO,19/32,7/8,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,3/4,None,Rev,,1/16,,,3 15/16,4 1/32,,,4 1/8,4 1/4,,4 .75,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,49/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11835,0,0,2014-04-21,EBONITE MAXIM RED/YEL/ORG,,0.0,1,,15.0,,None,,,None,None,,,Vise Lady PO,5/8,7/8,Lt,Rev,1/4,1/4,Vise Lady PO,19/32,7/8,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,3/4,None,Rev,,1/16,,,3 15/16,4 1/32,,,4 1/8,4 1/4,,4 .75,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,49/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11835,0,0,2014-05-31,MOTIV PRIMAL RAGE,WBG 00682,0.0,1,,15.0,,None,,,None,None,,,Vise Lady PO,5/8,7/8,Lt,Rev,1/4,1/4,Vise Lady PO,19/32,7/8,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,3/4,None,Rev,,1/16,,,3 15/16,4 1/32,,,4 1/8,4 1/4,,4.00,1.25,Up,0,3-4,0.0,1/4,,,,0.0,0.0,60 X 4.5 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,49/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11836,0,0,2014-06-02,HAMMER AMP UP BLANK DRILL,3I190291A,0.0,1,,15.0,,None,,,None,None,,,Vise PL,  3/4,31/32,Lt,Rev,3/16,3/16,Vise PL,23/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Ure Slug,1 1/4,63/64,Rt,Rev,1/8,1/8,,,4 25/32,4 13/16,,,5 1/8,5 3/16,,,,None,0,5+,0.0,1/4,,,,0.0,0.0,60 X 4 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.00,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11837,0,0,2014-06-02,MOTIV VENOM SHOCK,,0.0,1,,13.0,,None,,,None,None,,,Vise PL,41/64,31/32,Lt,Rev,1/2,1/4,Vise PL,37/64,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,None,,3/4,None,None,,,,,3 31/32,4,,,4 1/4,4 5/16,,4 1/2,1 1/4,Up,0,2-3,0.0,1/4,,,,0.0,0.0,60 X 4.125 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,25/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11836,0,0,2014-02-04,ORIGINAL BRUNS LT 48,,0.0,1,,16.0,,None,,,None,None,,,Vise PL,  3/4,31/32,Lt,Rev,3/16,3/16,Vise PL,23/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Ure Slug,1 1/4,63/64,Rt,Rev,1/8,1/8,,,4 25/32,4 13/16,,,5 1/8,5 3/16,,,,None,0,N/A,0.0,1/4,,,,0.0,0.0,LABEL,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.00,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11838,0,0,2014-06-03,STROM TROPICAL BREEZE BALNK DRILL,13TB1MI9D106G,0.0,1,,11.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,3/8,1/4,Vise PL,41/64,31/32,Rt,Rev,3/8,5/8,None,,,None,None,,,Vise Ure Slug,1 1/8,55/64,Rt,Fwrd,1/16,1/8,,,3 9/16,3 23/32,,,3 15/16,4 1/8,,,,None,0,0-1,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11836,0,0,2014-06-04,HAMMER ABSOLUT HOOK P/R ALL,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,  3/4,31/32,Lt,Rev,3/16,3/16,Vise PL,23/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Ure Slug,1 1/4,63/64,Rt,Rev,1/8,1/8,,,4 25/32,4 13/16,,,5 1/8,5 3/16,,4.5,1.25,Up,0,4-5,0.0,1/4,,,,0.0,0.0,60 X 4 X 50,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.00,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11688,0,0,2014-06-04,DV8 DIVA,LF921234,0.0,1,PINK/SILVER,16.0,,None,,,None,None,,,Vise PL,43/64,31/32,Lt,Rev,3/8,1/8,Vise PL,41/64,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,PS Taper Thumb,1 1/8,29/32,Lt,None,1/8,,,,3 19/32,3 21/32,,,4,4 1/16,,4 3/8,5/16,Up,0,2-3,0.0,1/4,,,,0.0,0.0,75 X 4 3/8 X 75,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11655,0,0,2014-06-05,BRUNSWICK FORTERA EXILE,,0.0,1,DEEP RED PEARL,14.0,,None,,,None,None,,,Turbo PL,21/32,31/32,Lt,Rev,3/8,1/4,Turbo PL,19/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Turbo Switch Gr,1 1/2,3/4,Rt,Fwrd,1/4,1/8,,,3 9/32,3 13/32,,,3 7/8,4 1/16,,4.5,0,None,0,2-3,0.0,1/4,,,,0.0,0.0,50 X 4.5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.780,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10162,0,0,2014-06-05,TAMPA BAY RAYS VIZ A BALL INSTALL VISE I,,0.0,1,,14.0,,None,,,None,None,,,Vise Oval,11/16,31/32,Lt,None,3/8,,Vise Oval,41/64,31/32,Rt,None,3/8,,None,,,None,None,,,Vise IT Thumb S,1 1/4,1 5/16,Lt,Rev,1/8,3/8,,,4 7/32,4 1/4+,,,4 19/32,4 11/16,,5 11/16,1 3/16,Up,2575,2-3,0.0,1/4,,,,0.0,0.0,LABEL,,,,,,,Finger Tip,1 1/8,3,2.00,ON VAL,,2,Right,,,,,,,,,,1,3/4,Right,,,,,,Bottom,Plus,Finger,,,,"  

",,Ebonite
10192,0,0,2014-06-06,COLUMBIA 300 DISORDER,4A2409083,0.0,1,GREEN/BLUE SOLID,14.0,,None,,,None,None,,,Vise Power Lift,3/4,31/32,Lt,Rev,3/8,3/8,Vise Power Lift,23/32,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Urethane S,1 1/4,15/16,Lt,Rev,1/4,1/4,,,4 7/32,4 9/32,,,4 9/16,4 5/8,,,,None,1157,3-4,3.0,1/4,,,,0.0,0.0,Positive Shift,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.000,,,,,Right,,,,,,None,None,None,,,,.020 back cut after mill,,Ebonite
11839,0,0,2014-06-07,EBONITE CYCLONE BLANK DRILL,,0.0,1,,10.0,,None,,,None,None,,,None,,39/64,Lt,None,3/8,,None,,9/16,Rt,None,3/8,,None,,,None,None,,,None,,23/32,Rt,Fwrd,1/4,1/8,,,,,,,2 15/16,3 1/16,,,,None,0,0-1,0.0,,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11840,0,0,2014-06-07,PYRAMID CLOSER PATH BLANKDRILL,PY31140076,0.0,1,,14.0,,None,,,None,None,,,None,,49/64,Lt,Fwrd,1/2,1/4,None,,47/64,Rt,Fwrd,1/4,1/4,None,,,None,None,,,None,,29/32,Rt,Rev,5/16,1/4,,,,,,,4 1/2,4 5/8,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.937,45,15/16,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10027,0,0,2014-06-07,STORM TROPICAL HEAT BLK PEARL,12TTKD30D004,0.0,1,Blue/Purple,15.0,,None,,,None,None,,,Vise PL,13/16,31/32,Lt,Fwrd,3/8,1/16,Vise PL,47/64,31/32,Rt,None,1/2,,Vise PL,41/64,31/32,None,None,,,Pro Sports Oval,1 1/64,1 1/8,Lt,Rev,1/2,3/8,,,3 31/32,4 1/16,3 13/32,,4 1/4,4 3/8,3 3/4,5 7/16,1/16,Up,0,3-4,3.25,1/4,,,,0.0,0.0,85 X 4 X 30,,,,,,,Finger Tip,13/16,1 5/8,1/2,ON PAP,,4,Right,,,,,,45,,,,3/8,3/4,Right,,,,,,Bottom,Plus,Thumb,,,,"pinky hole spans 3 7/16 up from thumb hole and 1 25/32 over (IS CORRECT)
",,IPSIA
11808,0,0,2014-06-07,DV8 MARAUDER MADNESS BLANK DRILL,IED31020,0.0,1,GREEN/BLUE SOLID,15.0,,None,,,None,None,,,Vise Oval,49/64,31/32,Lt,Rev,1/2,1/4,Vise Oval Nubs,47/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,63/64,None,Rev,,3/8,,,4 19/32,4 23/32,,,4 13/16,4 15/16,,4 1/2,1 1/4,Up,0,3-4,0.0,1/4,,,,0.0,0.0,70 X 3 X 60,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11841,0,0,2014-06-07,MOTIV PRIMAL RAGE,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,3/8,1/4,Vise PL,23/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,7/8,Lt,Rev,1/8,1/2,,,4 13/16,4 17/32,,,5 1/16,4 3/4,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,70 X 4 X 30,,,,,,,Finger Tip,,,,,,2,Left,,,,,.906,45,29/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11842,0,0,2014-06-09,COL 300 WHITE DOT BLUE/BLACK/WHITE,,0.0,1,,13.0,,None,,,None,None,,,None,,23/32,Lt,None,3/8,,None,,11/16,Rt,None,3/8,,None,,,None,None,,,None,,29/32,Rt,Fwrd,1/4,1/8,,,,,,,3 5/16,3 7/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11843,0,0,2014-06-09,EBOMITE MAXIM CAPT FIREBALL,,0.0,1,,10.0,,None,,,None,None,,,None,,21/32,Lt,None,3/8,,None,,5/8,Rt,None,3/8,,None,,,None,None,,,None,,53/64,Rt,Fwrd,1/4,1/8,,,,,,,3 1/4,3 1/2,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"EMPLOYS THE FINGERS FIRST, THEN THUMB RELEASE",,IPSIA
11844,0,0,2014-06-09,HAMMER BLACK WIDOW ASSASSIN,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval Nubs,11/16,31/32,Lt,Rev,3/8,1/4,Vise Oval Nubs,21/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,27/32,Rt,Rev,1/16,1/8,,,4 1/16,4 5/32,,,4 5/16,4 7/16,,4 1/2,1 1/8,None,0,2-3,0.0,1/4,,,,0.0,0.0,70 X 4.25 X 55,,,,,,,Finger Tip,,,,,,2,Right,,,,,.859,45,7/8,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11845,0,0,2014-06-09,DV8 MARAUDER MADNESS BLANK DRILL,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,1/2,1/4,Vise PL,41/64,31/32,Rt,Rev,1/4,3/8,None,,,None,None,,,Vise Ure Slug,1 1/4,7/8,Lt,Rev,1/4,1/4,,,4 1/32,4 3/16,,,4 7/16,4 5/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.906,45,29/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11846,0,0,2014-06-10,COLUMBIA 300 ANTICS,,0.0,1,,16.0,,None,,,None,None,,,Vise Oval,5/8,31/32,Lt,Rev,3/8,1/4,Vise Oval,19/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Turbo Switch Gr,1 1/2,53/64,None,None,,,,,3 3/4,3 13/16,,,4 5/16,4 3/8,,4 1/2,0,None,0,2-3,0.0,1/4,,,,0.0,0.0,60 X 4.5 X 70,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,INSTALL CLEAR VISE OVAL GRIPS,,IPSIA
11847,0,0,2014-06-09,BRUNS T ZONE PURPLE BLISS,,0.0,1,PURPLE PEARL,6.0,,None,,,None,None,,,None,,41/64,Lt,None,3/8,,None,,19/32,Rt,None,3/8,,None,,,None,None,,,None,,47/64,Rt,Fwrd,1/8,1/8,,,,,,,2 3/4,2 7/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11757,0,0,2014-06-12,HAMMER BLACK WIDOW ASSASSIN,,0.0,1,,12.0,,None,,,None,None,,,None,,45/64,Lt,Fwrd,5/8,1/4,None,,43/64,Rt,Fwrd,1/4,1/4,None,,,None,None,,,None,,27/32,Rt,Fwrd,1/8,1/8,,,,,,,3 1/2,3 5/8,,4.75,1,Down,0,2-3,0.0,1/4,,,,0.0,0.0,0 X 2.75 X 0,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,USES THUMBLESS RELEASE,,IPSIA
10803,0,0,2014-06-10,STORM SYNC,,0.0,1,GOLD PEARL,15.0,,None,,,None,None,,,Turbo PL,49/64,31/32,Lt,Rev,1/2,1/8,Turbo PL,23/32,31/32,Rt,Rev,1/2,1/8,None,,,None,None,,,Vise IT Thumb S,1 1/2,1 7/16,Lt,Rev,1/8,3/8,,,4 21/32,4 23/32,,,5 1/8,5 3/16,,3 5/8,11/16,Up,1716,3-4,3.07,1/4,,,,0.0,0.0,65 X 3.5 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,BOX,,,Left,,,,,,Top,Plus,Finger,,,,,,IPSIA
11848,0,0,2014-06-11,LANE #1 LIBERTOR,,0.0,1,,14.0,,None,,,None,None,,,Vise Oval,21/32,31/32,Lt,Rev,1/4,1/2,Vise Oval,39/64,31/32,Rt,Rev,1/2,3/4,None,,,None,None,,,Vise Ure Slug,1 1/8,13/16,Rt,Fwrd,1/4,3/16,,,4 3/16,4 5/32,,,4 1/2,4 1/2,,6 7/8,1 3/4,Up,0,2-3,0.0,1/4,,,,0.0,0.0,FULL ROLLER,,,,,,,Finger Tip,,,,,,2,Right,,,,,.859,45,55/64,,,,,Right,,,,,,None,None,None,,,,"NEEDS SHARPER SNAPPING RESIN FOR A 10-12 MPH SPEED, MOTIV ASCENT PEARL, TRIBAL? ROTO GRIP DERANGED, DIVA PEARL, EXILE",,Ebonite
11849,0,0,2014-06-11,HAMMER THE CORNER,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,5/8,31/32,Lt,Rev,3/8,3/8,Vise PL,11/16,31/32,Rt,Rev,1/8,3/8,None,,,None,None,,,None,,53/64,Lt,Rev,1/8,1/8,,,4 1/32,4,,,4 1/4,4 3/16,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,.859,45,55/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11499,0,0,2014-06-11,DV8 RUCKUS FEUD,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,3/8,1/8,Vise PL,21/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Turbo Switch Gr,15/16,1 1/2,Rt,Rev,1/4,1/4,,,4 3/32,4 1/4,,,4 11/16,4 13/16,,4.5,0.5,Up,0,2-3,0.0,1/4,,,,0.0,0.0,35 X 4.75 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"INSTALL PL GRIPS TO REPLACE OVERSIZED GRIPPING HOLES
TURBO SWITCH GRIP OUTER SLEEVE NOTCH TO THE REAR, LARGER LOCKING NOTCH TOWARD FINGERS",,IPSIA
11850,0,0,2014-06-12,TRACK 300A P/R,2E210372A,0.0,1,,14.0,,None,,,None,None,,,Vise PO,11/16,31/32,Lt,Rev,3/8,1/4,Vise Oval,43/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,59/64,Rt,Rev,1/8,3/16,,,,,,,4 5/16,4 3/8,,4,0,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.937,45,15/16,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11851,0,0,2014-06-13,STORM PITCH BLACK,14TUBD04E0896,0.0,1,,14.0,,None,,,None,None,,,Vise Lady Oval,37/64,31/32,Lt,None,1/2,,Vise Lady Oval,9/16,31/32,Rt,None,1/4,,None,,,None,None,,,None,,,None,None,,,,,,,,,,,,4,1/2,Down,0,2-3,0.0,9/32,,,,0.0,0.0,60 X 4.5 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,THUMBLESS LAYOUT-- DUAL ANGLE LAYOUT CENTER POINT FROM BRIDGE CENTER,,IPSIA
11852,0,0,2014-06-13,INSTALL VISE BALL IT,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,25/32,31/32,Lt,Rev,1/4,1/4,Vise Oval,13/16,31/32,Lt,Rev,1/2,3/16,None,,,None,None,,,Vise IT Thumb S,1 7/16,,Rt,Rev,1/4,3/4,,,4 3/8,4 3/16,,,4 3/4,4 1/2,,,,None,0,,0.0,,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11853,0,0,2014-06-13,BRUNS STRIKE KING,,0.0,1,,11.0,,None,,,None,None,,,None,,49/64,Lt,None,3/8,,None,,3/4,Rt,None,3/8,,None,,,None,None,,,None,,29/32,Rt,Fwrd,1/8,1/8,,,,,,,3 7/16,3 9/16,,,,None,0,1-2,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,BLANK DRILL,,IPSIA
11854,0,0,2014-06-13,STORM NATURAL PEARL,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,47/64,31/32,Lt,Rev,3/8,1/4,Vise PL,45/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Ure Slug,1 1/4,55/64,Lt,Rev,1/8,1/2,,,4 15/32,4 1/2,,,4 13/16,4 7/8,,6,1/2,Up,0,2-3,0.0,1/4,,,,0.0,0.0,60 X 5 X 30,,,,,,,Finger Tip,,,,,,2,Right,,,,,0.890,45,57/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11855,0,0,2014-06-14,900 GLOBAL THE LOOK,,0.0,1,,13.0,,None,,,None,None,,,Vise Lady Oval,37/64,7/8,Lt,None,3/8,,Vise Lady Oval,9/16,7/8,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/8,23/32,Rt,Rev,1/8,1/8,,,3 1/4,3 3/8,,,3 5/8,3 3/4,,5 1/4,1 1/4,Up,0,3-4,0.0,1/4,,,,0.0,0.0,70 X 4.5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,.734,45,47/64,,,,,Right,,,,,,None,None,None,,,,BLANK DRILL,,Ebonite
11856,0,0,2014-06-14,DV8 MARAUDER MUTINY,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,3/4,31/32,Lt,Rev,3/8,1/4,Vise PL,45/64,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 1/4,57/64,None,Rev,,3/8,,,4 1/2,4 17/32,,,4 7/8,4 15/16,,     5 1/2,1,Up,0,3-4,0.0,1/4,,,,0.0,0.0,60 X 4.5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.935,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11835,0,0,2014-06-16,STORM HYROAD PEARL,,0.0,1,,15.0,,None,,,None,None,,,Vise Lady PO,5/8,7/8,Lt,Rev,1/4,1/4,Vise Lady PO,19/32,7/8,Rt,Rev,3/8,1/8,None,,,None,None,,,None,,3/4,None,Rev,,1/16,,,3 15/16,4 1/32,,,4 1/8,4 1/4,,4,1.25,Up,0,2-3,0.0,1/4,,,,0.0,0.0,60 X 4.5 X 50,,,,,,,Finger Tip,,,,,,2,Right,,,,,.765,45,49/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11682,0,0,2014-06-16,EBONITE CYCLONE NV/PINK/GOLD,,0.0,1,,14.0,JOUBERT,None,,,None,None,,,Vise PL,45/64,31/32,Lt,Rev,1/4,1/4,Vise PL,9/16,41/64,Rt,Rev,3/8,1/2,None,,,None,None,,,None,,53/64,None,Rev,,1/16,,,,,,,4 1/16,4 1/4,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,27/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
